d693419,October 2022,50,Very nice experience,"We booked this place some months ago, based on the recommendations.  And these were well deserved.  Very friendly and funny staff, that greeted us, before we entered.  Serving, story about the place and most importantly food and wine where excellent.  We had the ""Silver & Golden Spiegel Michelin Special"", and it was the right decision.  We definitely can recommend a visit here."
d693419,April 2022,50,De Silveren Spiegel is a must stop. 5/5.,One word ‘WOW.’ De Silveren Spiegel is a must stop if you are looking for that extra special something on your trip to Amsterdam. The best fine dining experience we have had anywhere in the world. The staff and food were amazing.
d693419,October 2022,50,"Great dinner and friendly service from Harry ""porter""",Our first dinner in Amsterdam and its a michelin place! We were told by the wait staff that their chef is very young and talented. We tried the 8 course dinner without pairing. Take a look at the pics to have a better idea of the food and visuals. The place and ambience was just right. Well deserved 5 green dots.
d693419,September 2022,50,Fine dining must in Amsterdam,One of the best restaurants in the world.    This is five star establishment with a family restaurant feel that makes the experience very warm and unforgettable. The tasting menu is a must and the wine pairings are thoughtful and well presented.    The history of the dwelling and the family who runs the establishment make this a must visit for anyone looking for a high-end Dutch dining experience.
d693419,September 2022,50,"Last Night in Amsterdam, Netherlands.","Top to bottom, this place is more than worth it for that special occasion. We spent our last dinner in Amsterdam, and we experienced an explosion of favor. If you want a truly amazing dining experence, you DON'T want to miss this restaurant!!!"
d693419,September 2022,50,First night dinner set the bar for the rest of the trip.,"Hardworking, friendly unpretentious staff. Beautifully presented, outstandingly delicious 6 course meal. Only thing left to say is Bravo!"
d693419,September 2022,50,Excellent service and fare,This is an excellent restaurant in all ways. The staff and service is unpretencious and informative. The food is of excellent quality and maintains that quality through all the courses. The wine selection is also of good value and quality. Everything you could want for a good high quality mral.
d693419,September 2022,50,Incredible experience!,"Delicious food complimented perfectly with lovely wines and fantastic service, especially Harry. It was a really special evening."
d693419,September 2022,50,Last Day of Viking cruise,"What an Amazing Restaurant. This was suggested by Viking as it has a Michelin Star. Well i have to say we were not disappointed. We did the 8 courses with the wine pairing. Each time we finished a course I thought well that was the best one, and it will be hard to top it. Then the next one came out it was even better. All I can say is FANTASTIC."
d693419,September 2022,50,Welcoming Restaurant,"This was an amazing restaurant. Without knowing much about the place beforehand, I was a little worried that it might be too formal and stuffy for my tastes but I was happily surprised at how warm and welcoming everyone was. The food was amazing and the service faultless. Lovely people running a top class restaurant, superb."
d693419,September 2022,50,Best food experience ever!,"Genuinely the best experience with food I’ve ever had. Every single dish was perfectly executed and each flavour exploded in your mouth. The wine pairings were amazing and matched the food perfectly. We come to Amsterdam twice per year and this is now on our itinerary for the future, a real gem."
d693419,September 2022,50,Five stars,Food superb. Service excellent  A great choice for our birthday celebration. I would highly recommend this restaurant for top notch food.
d693419,September 2022,50,The pride of the finest craftsmanship,"This is a recently quite rare case when there's no corporation, no big-name hotel, no celebrity 'umbrella"" brand - nothing stands behind this restaurant. Nothing but full-hearted devotion of a small family and a handful of employees that care just as deeply. They all have to rely only on one old-fashioned rule - make the customers happy so that they would want to come back. No shortcuts, no ""make immediate profit"" - make a customer for life.    There has been a lot of comments here how unfair it is that this restaurant does not have a Michelin star or two that they absolutely deserve. We are still puzzled as we frequent many Michelin restaurants in different parts of the world, and this is a solid 2-stars in our opinion.    We have been dining here for a number of years, watching the chef evolve and grow his skills. We always liked the concept, but in all honesty, we can remember that in the past years some courses were just a little underwhelming. Not anymore. Every single one of the 8-course tasting menu was a wow. It starts with painstakingly detailed presentation - every plate comes as a piece of art, and I guarantee you will take a minute just admiring as you will feel guilty to ruin it. The creativity, the taste, the textures, the freshness of ingredients and the many, many multiple flavors will make you pause after every bite. This is our favorite feature of the chef's signature style - the dish comes as a combination of multiple single bites around the ""main player"" of the course that are designed to work together and complement each other - you will not be bored. The guy is seriously in competition with his former self, steadily true to his concept of dining over the years but trying to outdo himself and kick it another notch with every new menu. At this point, with every single course being so memorably amazing, we feel like he reached his peak.    Please choose the wine paring. We know it can be hit and miss sometimes with tasting menus in different restaurants, but we never had a bad wine here. Also, it's not on the menu, so I'm not sure if you can ask for this, but if the host/sommelier ever offers you a premium wine paring - do not hesitate for a minute. The wines will be above and beyond, rare and carefully selected. It's absolutely worth paying extra and will be something really memorable.    The service and the ambience match the experience. The house is so beautiful, and the atmosphere is so warm and friendly, it's hard to believe that all the work is done just by a handful of people. And that brings me to my starting point - it can only be done when those people are so passionate and devoted to their craft that they ""live and breathe"" this restaurant. It's their life and it shines through every little detail. It deserves every praise and earns them the right to be really proud of their creation.    Thank you, we had another three amazing nights during our last trip, and we are already counting days until we can do this again!"
d693419,September 2022,40,An excellent dinner,The restaurant is in a 200 year old building. All serving staffs were friendly and took the time to explain each dish and wine. The quality and presentation were excellent. It is value for money dinner. I would recommend a should try when in Amsterdam.
d693419,August 2022,40,"Tastes great, but too slow","We had the 7 course menu and the food was delightful, as were the waiters.  We don't like mussels and this course was cheerfully swapped to something else.    Not sure if it's still because of covid, but the 7 courses( which are small, but very tasty, so many flavours ..) took 3 hours, which is way too long. The dishes came at regular intervals, but with too long a gap in between. We didn't get our main dish till after 2.5 hours at 10pm. By this time we were tired and uncomfortable in our seats which meant we didn't appreciate the food as much as it deserved .  This was worse as my partner had an uneven floor on a downhill slope for hers.    If the pace could be lifted, ,5 stars would have been given and we wouldn't have paid much attention to the seats."
d1239229,October 2022,50,#1,"How anyone could only give this georgous restaurant 5 stars is beyond me. Because it should have 500 stars. From the second you are seated, you know you are off on an experience. Endless courses of culinary perfection are transported from farm to table with military precision. Each course served on or in a unique plate, bowl or marble pedistal. Each dish has flavours exploding on your palette. At the end of the evening, the chef comes out from under his staircase layer to greet his guests. Like an old friend, he has communicated his vocabulary with food. This is hands down, one of the top 3 meals of my life. Oh, change that, make it the #1!!"
d1239229,September 2022,50,Outstanding,"I have been lucky enough to eat in many of the world's best restaurants and our meal at Vinkeles was right up there. Classical with a Japanese twist, and very, very well executed.    Great value for money when you think about the work that has gone in to preparing the food (and the idea of doing the wine flight in half glasses is great one that others could learn from)."
d1239229,September 2022,50,Fantastic food and excellent service,"A stunning set of innovative dishes, accompanied by excellent service in a great environment. One of the best, if not the best, restaurants we have visited. Not cheap, but the quality matches the price."
d1239229,June 2022,50,Definitely 2 stars on its way,"Our second visit to this restaurant and we wondered again, how come that this restaurant hasn’t earned its 2nd Michelin star yet !  The venue is super beautiful and luxurious, the staff and service are impeccable.  The food is out of this world where we enjoyed every single bite and dish  Vinkeles is all about art, excellence and dedication to ingredients and creativity  Can wait for our next visit"
d1239229,May 2022,10,Birthday disaster,"I booked a table for 8 to celebrate my birthday with my family visiting from abroad. I got the attached email confirming my reservation and asking me to please arrive on time. When we arrived with the whole group there was no reservation. The manager came out and tried to argue that the email I received saying my reservation was confirmed, was in reality not a final reservation, and that she could see on her system that someone had contacted me. Unfortunately no one did. Not a single email or phone call. A Michelin star should be way more than what happens in the kitchen. It’s about service and customer experience. This restaurant definitely does not deserve a star. Thank you for ruining my 45th birthday dinner."
d1239229,December 2021,50,Excellent execution,"Due to the lockdown in Amsterdam, our original dinner reservation of 7pm became 5pm, and then eventually a late lunch at 1.30pm. The restaurant handled these developments very well and kept us updated all the way.  The food was how we remembered it to be, well executed and special mention to the pigeon dish that was as tender and delicious as it was when we had it years ago. The food and wine pairing offered excellent value and I would strongly recommend the diner partakes in this. Service was warm without being intrusive; we left happy and full and will definitely be back the next time we pass through Amsterdam."
d1239229,October 2021,20,Disappointing dinner,"Considering that we are talking about a 1 star restaurant, we had a really disappointing experience.  Main problem, our table was outside the main room, close to the stairs/exit, with the waiters turning their backs on us and continuously passing by our table talking and coordinating.  We made the reservation 2 months before, so this was non acceptable.  When we told them about the uncomfortable situation they replied telling us that one was one of the best tables, far from the noise. Not acceptable at all as an answer, apologies would have been better.  The service for a 1 star was below the average, a waiter made funny comments on our empty plates 3 times, again not acceptable.  Food: few great dishes and many other really even not sufficient...on average a lot below expectations.  Would I suggest this restaurant? Not at all, in Amsterdam there are 1 star restaurants much better than this one."
d1239229,September 2021,50,Fantastic!,"Absolutely delicious, creative food and they catered thoughtfully for my no fish/seafood requirements. The room is beautiful - I think it is an old bakery and some of the features have been preserved. Definitely a place for a special occasion and a memorable meal. I will definitely go back!"
d1239229,September 2021,50,Excellent food and wine pairing,This was our second visit to Vinkeles and wanted to see if its still as good as 4 years ago. We were blown away again. 3 amuses and 6 courses - all very nice and flavorful.    We liked the first 2 courses the most - the wine pairing was 101% on the spot there.  The sommelier explains each wine in detail without rushing it.    Vinkeles compares very favorably against other 1-star places we have dined in.
d1239229,September 2021,50,Elegant atmosphere and delicious menu,"We had the opportunity to be at restaurant Vinkeles for a 6 gang menu experience. The plates served by the chef and its team were simply delicious , the service excellent, the stuff friendly and the atmosphere unique.    We are highly recommending to book a table the next time you visit Amsterdam."
d1239229,December 2020,50,Awesome experience,"We had the 7 course chef's menu yesterday and we had an awesome evening. Really knowledgeable staff, superfriendly and great service. The dishes were well balanced and exciting. Great local produce too! Wine pairing was spot on! Really an evening to remember!"
d1239229,July 2020,50,Interesting and elegant,At the level we expect from a Michelin-starred restaurant. The menu is daring and Asian-inspired. Could be a bit too eclectic for a classic palate though.
d1239229,December 2019,50,Perfect for our last night,"The venue is beautiful, warm and elegant at the same time, staff is polite, helpful and not intruding. Modern cuisine with a wild flair, tasting menu rich of flavors, it was such a delight to end our trip at this amazing restaurant"
d1239229,February 2020,50,Fantastic venue,We have just celebrated my wife’s birthday at Vinkeles and had a lovely evening. The staff were very welcoming and attended to us with friendliness without being overbearing. The food was fantastic and the dish combinations were inspired - I would never have considered serving chocolate with paté! The wine choice was varied and complemented the food well. I would definitely recommend.
d1239229,December 2019,40,Amazing and fancy danish food,"I had an amazing experience in Vinkeles, tasting a modern interpretation of Viking gastronomy. The restaurant itself is a beautiful place, full of style and elegance."
d6864170,May 2022,50,"Possibly the best restaurant in Amsterdam, extremely creative","Located in an obviously posh setting but with laidback service and atmosphere, spectrum will either blow you away or leave you dissapointed. The flavors are bold, refined and outspoken however some dishes are fairly experimental, which will be experienced differently by people. It is the only restaurant of this caliber where I've seen dishes being sent back by guests, which might also be a product of it being in a posh hotel where guests just have their dinner there instead of making a trip out there to eat.    The staff was laid back and knowledgable, making this visit an interesting and pleasant experience."
d6864170,June 2022,50,A marvelous experience,"I visited this restaurant with my partner for our 3-years anniversary.    This restaurant is, quite literally, a hidden gem. Indeed, it is nested deep into the Waldorf Astoria Hotel. From the very beginning when the hostess will greet you at the door you will feel warmly welcomed.    The service is without hesitation the very best service I have experienced among all the Michelin starred restaurants I have been to, surpassing even 3-stars rated establishments. The staff is caring, extremely precise and polite without being invasive. We had a couple of wonderful chats with Cas, the sommelier, who gave us very interesting insights about the wines served in the pairing.    The atmosphere is intimate yet very luminous, with the Amsterdam summer light infusing through the large windows until quite late in the evening (this was on June 18th). The inner garden of the Waldorf Astoria, in which we took a short walk to have a smoke, is also a very nice place.    The menu is very imaginative and every dish offers a unique, incredible and harmonious taste. My personal favorite was the blue lobster with duck tongue, foie gras and green apple juice, probably among the best dishes I have ever had the chance to experience in my life.    The wine pairing was exquisite, the wines are quite unique and a lot of research has been done to find the pairings. one of which was next to impossible: the lamb with oyster and asparagus dish pairing was spot-on, featuring a red wine which had both the structure to accompany the lamb and the lightness to preserve the oyster's finesse. I want to especially thank and compliment the sommelier who told us wonderful stories about the wines served.    In order not to spoil the surprise for future guests I will only say that there is a little something after the dessert which is really interesting.    Overall: an oustanding experience, I'd like to warmly thank the whole team at Spectrum for such an excellent evening and experience. Will definitely come back next time I will be visiting Amsterdam."
d6864170,June 2022,30,Too experimental,"With all this good reviews, I have to say it might be too complex for me to understand the food in this restaurant , maybe it’s far more advanced to my taste buds to grasp , I don’t know ! I dined in 3 and 2 Michelin stars all around the world and it’s by far the most irritating and disappointing experience I have had in a Michelin star establishment despite impeccable service and superb wine.    Every single dish was very promising until this weird experimental ingredient comes and ruins the dish for us, too much ingredients and complexity but without giving the ultimate taste or amusement to our taste buds .. every single dish had something off in it, I know how dedicated the chef and the staff are, but unfortunately this what we all 4 felt    Wine was exceptional, although sommelier forgot to explain for us the last two wines for our lamb and duck    My analysis is that this restaurant is too bold and experimental but they overdo it in the kitchen and with the choice of weird ingredients that didn’t pull it off    Watermelon pistachio and horse reddish  Mackerel with black pudding  Shrimps with short ribs and water melon and ginger  Fish with beetroot  Truffle with apricot  Duck pomegranate and black olives  Lobster and green apple sauce  There much better places to eat in Amsterdam, but again the service and the staff were imoacdable"
d6864170,May 2022,40,The best dining in Amsterdam,"The quality is about the same as four years ago, maybe not quite as inventive. The staff makes a certain round in the restaurant to inspect the tables. They could be less obvious about it. There are some oddities in the wine pairing."
d6864170,March 2022,50,Heaven on earth,Wow. It was special evening. We found the best restaurant experience on the world in Spectrum! Was there Picasso and Van Gogh cooking? I saw and taste something unbelievable and I would give to this place 3 Michelin stars any given sunday. Respect and thank you♥️
d6864170,May 2021,50,Simply the best in the Netherlands,"Just one comment. How do you make a desert with strawberries, sling beans and dille and make it the best desert ever tasted. Go to spectrum a two star that deserves to have three."
d6864170,January 2020,50,Possibly the Best Meal I've Ever Had!,"This restaurant is absolutely fantastic. So much care is put into every detail resulting in some of the best food I've ever tasted.  We had the full fine dining experience, made up of 10 courses, so that we could enjoy this restaurant to its fullest potential. This consisted of 4 rounds of amuse bouches, 6 mains and 8 small desserts.⁣ The menu is a Dutch-East Asian fusion, with the duck especially being inspired by Chinese cuisine.  The dishes served up are fun and different, especially the desserts such as avocado sorbet (my favorite course) and a set of six chocolates that are flavoured like previous courses to remind you of them (how cool is that?!). ⁣Every detail has so much care put into it, even ranging to the homemade butter, which comes in 4 different flavors. Staff is professional, yet warm and friendly, tending to our every need.⁣ The restaurant truly leaves a great impression and a full stomach. Every aspect of our meal was fantastic and this may be the best meal I've ever had."
d6864170,November 2020,50,Great anniversary dinner experience,"We were celebrating our anniversary and what better way to do that than a great dinner at Spectrum and spending the night at the Waldorf Astoria afterwards. With the current Covid restrictions it’s the best way to make great memories. We appreciated the card signed by the Spectrum team.    We arrived late afternoon and were seated in the corner of the restaurant with a nice view of the garden. There are two choices in the menu, vegetarian and regular. My wife opted for the vegetarian option and me for the regular fish/meat one. Both options were great but especially the veggie version was excellent.    We opted for the wine pairing by sommelier Cas. He explained all the choices and we had different wines as we had different menu’s, so lot’s to discuss what we enjoyed. We would have appreciated a bit more red wines and after the dinner Cas brought us a nice round red to finish of the evening.    The dinners started with two great amuses followed by 7 courses, I appreciated the pidgin a lot and my wife watermelon. What we missed was a small pre desert and a sweet desert, I understand the chef isn’t a real sweet tooth but some (me) are. So my tip for the menu is to put a bit more effort at the end, the chocolates with flavors of the menu didn’t do that for us."
d6864170,October 2020,50,Amazing from end to end,The service is so gentle and so considerate. Wine advices are very originals. And of course the diner was amazing. Every plate had several textures and colors and tastes. Thank you so much for this dîner!!!
d6864170,July 2020,50,Best dining experience in years,"Signature dishes with combinations of flavours and ingredients that are truly novel and surprising. Wonderful stylish and relaxing ambiance. The talented restaurant team lead by Sascha makes you live in the moment and enjoy the wonderful experience while everything is taken care of. To summarize, a fantastic restaurant at a fantastic location with a wonderful team that leaves you with a one of a kind experience that we will probably remember for years to come. Looking forward to revisit somewhere in the future."
d6864170,March 2020,50,Fine dining at it’s finest.,"Sidney, Sascha and the masterful team at Spectrum have created a truly once in a lifetime experience (though I hope to return soon!) We had the vegetable tasting menu and it was clear that the vegetarian menu was just as considered as the meat menu. Delicious surprises at every turn in a meal I will never forget. I’d say more but you should just go and go hungry!"
d6864170,February 2020,20,"The service is great, BUT...","The service is great, but the food is so “creative” that is really hard to swallow.  I love trying new stuff. In every city we go, we try to make some reservations in the best restaurants available and this was not a good experience. We asked for the tasting menu and just two of the ten plates where enjoyable. We’ve been in many, many places and this so sophisticated “pigeon meat/octopus chocolate” restaurant wasn’t for us. We really tried to enjoy it, but it was not easy."
d6864170,February 2020,50,"Creative dishes, lovely staff","A great place to try out food combinations you never thought about (like chocolate & truffles ).  Very risky flavor combinations , for most of the dishes it worked out for them.  There was no choice of bread, but the bread that they serve was on spot.  We ordered 2 cocktails, both were fantastic.  The servers stand out, engaging in a fun conversation with us, and even allowing us a peak to the kitchen!"
d6864170,December 2019,50,Beyond My Wildest Expectations,"After an entire year of research, and much consideration, I booked our hotel stay at the Waldorf Astoria Amsterdam and also booked dinner reservations at Spectrum for our final evening. I could not be happier with this choice!    Our dining experience at Spectrum was more incredible than I can even begin to describe. As we walked through our hotel lobby, someone immediately asked to escort us to Spectrum and took our coats. We had a lovely table in the corner and were surrounded by beautiful artwork.    Service was absolute perfection. The servers were professional, but not stuffy, warm, welcoming, helpful, and a true delight. Sascha went out of his way to make my special early milestone birthday celebration, the dining experience of a lifetime. We have had the opportunity to dine at many phenomenal restaurants around the world, but our experience at Spectrum tops them all. Executive Chef, Sidney Schutte, is truly brilliant and creates a feast for the senses with each course. Food was not just a work of art, but also a taste sensation.    We opted for the 11 course tasting menu, and this truly is the only way to do it. My husband and I are both pescetarians and I have a mushroom allergy, but the chef did a beautiful job constructing a meal that was out of this world.    I am very grateful that I read the TripAdvisor reviews on Spectrum because this convinced me to book our special dinner.    If you are ever near Amsterdam, you should go out of your way to dine at Spectrum. It will be an extraordinary experience that you will never forget. Thank you Patrycja, Sidney, and Sascha for making our trip to Amsterdam spectacular. Of all tours, museums, and activities we did in Amsterdam, dining at Spectrum was our favorite."
d6864170,December 2019,50,By far the best restaurant,"By far the best restaurant in the Netherlands, better than the three stars. Inventive, beautiful presentations, great taste, very friendly and correct service."
d696902,September 2022,50,It's an experience,"Just exquisite. It was our third time and Ciel Blue keeps surprising us. The food is surprising, and service is just perfect. Despite most tables have the same menu the personnel provides a tailor-made approach and makes you feel special.More"
d696902,September 2022,50,Amazing...worth every penny!,"What an incredible meal! We choose the Caviar Menu and WOW, did we certainly get ample portions of caviar! We also did the wine pairing...so worth it. The staff was so attentive, every detail was perfection. A special thank you to Francesco, the service manager, he helped to make my birthday celebration so memorable. Our sommelier, Noel, was beyond knowledgable, he made our evening so much fun. The entire evening will always bring a smile to our faces. First time in Amsterdam and first time at Ciel Bleu - we will definitely be back! HIGHLY RECOMMENDED!!"
d696902,September 2022,50,What a great michelin experience !!!,"Its always great to come back to the Ciel Bleu Restaurant. The excellent cooking and exceptional cuisine is definitely worth the gastronomic journey. Niccolo Sommelier and Julian Chef de Rang, our hosts, were brilliant especially towards our daughter who was celebrating her 21st birthday. Thank you so much guys for another extraordinary night at Amsterdam !!!"
d696902,July 2022,30,"Great service, nice view, unremarkable food.","The staff and service was top notch, but the food was a bit dissapointing. Only one or two dishes brought smiles to our faces, but honestly we had a much better food experience at De Kas the night before. We splurged for the Wagyu beef upgrade, but the meat was a bit to fatty for our taste (top grade Korean Hanu beef tastes better, with much nice texture). We felt like the restaurant has become complacent with its food? Definitely not worth the 700 euro we spent. We reccomend finding up and coming restaurants vs coming to a place like this."
d696902,July 2022,30,meh - interesting but for us not really worth the time,"Take this review with a grain of salt in that we tend to prefer great, non-stuffy one star restaurants than fancy two and three stars - unless they are really special and worth the time, pomp and circumstance. This one we felt was not. Everyone was very nice and the service was generally good, though perhaps not quite as attentive or refined as you'd typically expect in a restaurant where they go to the trouble of having everyone wear white gloves and stamping the restaurant's name into the tablecloths etc. The room felt a little dated, like 1980's trying to be fancy. The views are probably as good as it gets in Amsterdam, but actually staring over lots of houses and industrial facilities, it wasn't as striking as we had imagined (e.g., can't really see the water). Maybe it would be nicer later in the evening, but it doesnt get dark until really late in the summertime.... Wasn't really clear what they were going for on the food in terms of style/cuisine, but it was generally ok but not particularly notable for its flavors or quality of ingredients. e.g., Caviar dish supplement was ok but not particularly memorable, the supplement Wagyu dish was ok but for 60 euro extra again not particularly memorable. The days of just paying a lot more for a ""fancy"" supplement without really doing something special/memorable with those dishes are over.... With each dish came an indicative spice that was presented in a wooden receptacle on the table to illustrate a flavor that was highlighted in the dish. That was interesting but felt a bit kitchy, particularly when the food didn't really stand on its own. wine list was ok but there were very few options between the 150Euro range and the 500+ Euro range, so if you wanted a relatively nice bottle you had to really lean in (which we did and it was nice, but not mind blowing). Felt like the experience all dragged on a bit. Anyhow this restaurant is clearly striving for a standard that perhaps doesnt really exist in Amsterdam, which I suppose is not really known for its elegant food - we much preferred the meals we had at lower key places like Zoldering (which was amazing - Better, more interesting food without all the stuffiness). But obviously plenty of people feel differently based on the reviews..."
d696902,June 2022,50,Exquisite,"The dining experience was magnificent, from the exquisite food, service and atmosphere. A truly unforgettable experience"
d696902,June 2022,50,Great night,"Ciel Bleu is for many years one of the best restaurants in the Netherlands (best of Amsterdam). The most tables have a great few over Amsterdam from the 23th floor. The staff is kind and very professional and the food, all courses were amazing!! Keep up the good work Ciel Bleu!! See you soon!!"
d696902,May 2022,50,Top level experience,"Staying at the Okura Hotel there is a wide choice to dine. With 2 Michelin stars Ciel Blue at the top level of the hotel is the most exclusive to visit.  As might be expected all courses are of high standards, presented by a dedicated staff.  The courses show a wide variety of flavors, expressed by a small wooden cabinet that’s being filled during the various courses with a spice used in a course.  A small touch to give an extra emphasis on every course; Elegant, interesting and educational at the same time.    The presented wines absolutely match the quality of the food presented. With a listening ear to the guests the staff present excellent wines to match the taste and expectations you are having.    Overall an experience not easily to forget, overlooking the city while the sun sets slowly."
d696902,May 2022,50,"Exceptional restaurant, knowledgeable waiters and a beautiful atmosphere with a view","My second visit to Ciel Bleu. Beautiful elegant atmosphere, A nice view over Amsterdam from the window tables and a top attentive, discrete service. The wine card is a bible for wine enthusiasts and the food was a festive act for the mouth and eye and absolutely exceptional. I can totally recommend this restaurant which was a close to perfect experience."
d696902,April 2022,50,"Best meal, wine and view in Amsterdam.","An amazing evening that was capped off by an amazing staff and then oh yea there is the food. I do not even know how to say how wonderful this restaurant is. From the moment you get off the elevator on the 23rd floor you are greeted with amazing etiquette from manners, personality and just utter politeness. As we were taken to our table (by the way I believe there are only 12 tables) you cannot help but be “awwed” by the beautiful decor, flowers and glass sculptures on the tables (which by the way we learned are for sale). As soon as you are seated by the most amazing man that shares his experience and knowledge of the wines and champagnes. I could keep going but I will tell you the 5-course meal is actually 12 different foods and every single one was better than the last. But those entrees were mouth watering. The lamb melted in your mouth and the wagyu (which is a 60 euro upgrade) was so tasty.    We had an amazing evening (about 4 hours in total) and I thought We had only been there an hour. Stunning views, great staff and amazing food and wine - equals one of the best dinner out meal in my life. Thank you to all of you for making this amazing"
d696902,April 2022,50,Amazing dinner,Every course was remarkable. The spices really enhanced our meal and the wine selection from Chile went perfectly. Service was outstanding. Worth the splurge.
